DATE,TMAX,TMIN
2024-10-08,71.21428571428571,42.285714285714285
2024-10-09,70.64285714285714,43.5
2024-10-10,67.78571428571429,41.92857142857143
2024-10-11,73.07142857142857,39.92857142857143
2024-10-12,74.85714285714286,48.714285714285715
2024-10-13,75.14285714285714,53.07142857142857
2024-10-14,59.57142857142857,44.142857142857146
2024-10-15,53.07142857142857,39.5
2024-10-16,55.857142857142854,37.07142857142857
2024-10-17,62.714285714285715,35.285714285714285
2024-10-18,67.71428571428571,36.07142857142857
2024-10-19,72.07142857142857,37.285714285714285
2024-10-20,74.28571428571429,40.0
2024-10-21,76.5,44.0
2024-10-22,80.14285714285714,45.0
2024-10-23,76.78571428571429,49.142857142857146
2024-10-24,64.5,39.714285714285715
2024-10-25,70.35714285714286,37.92857142857143
2024-10-26,62.857142857142854,40.642857142857146
2024-10-27,61.92857142857143,34.5
2024-10-28,68.64285714285714,34.857142857142854
2024-10-29,78.0,50.785714285714285
2024-10-30,75.78571428571429,55.57142857142857
2024-10-31,75.78571428571429,56.5
2024-11-01,63.69230769230769,40.84615384615385
2024-11-02,61.214285714285715,34.357142857142854
2024-11-03,68.71428571428571,36.642857142857146
2024-11-04,73.84615384615384,53.92307692307692
2024-11-05,78.28571428571429,58.642857142857146
2024-11-06,70.0,56.07142857142857
2024-11-07,60.07142857142857,44.5
2024-11-08,62.5,38.357142857142854
2024-11-09,59.23076923076923,37.38461538461539
2024-11-10,62.785714285714285,49.714285714285715
2024-11-11,61.42857142857143,44.5
2024-11-12,52.142857142857146,35.142857142857146
2024-11-13,57.142857142857146,32.714285714285715
2024-11-14,54.07692307692308,43.23076923076923
2024-11-15,52.53846153846154,46.46153846153846
2024-11-16,52.285714285714285,40.785714285714285
2024-11-17,59.857142857142854,34.285714285714285
2024-11-18,63.30769230769231,46.0
2024-11-19,61.61538461538461,47.92307692307692
2024-11-20,59.357142857142854,36.57142857142857
2024-11-21,40.92857142857143,31.0
2024-11-22,45.76923076923077,32.0
2024-11-23,47.23076923076923,40.76923076923077
2024-11-24,51.53846153846154,35.53846153846154
2024-11-25,58.30769230769231,33.92307692307692
2024-11-26,53.84615384615385,34.92307692307692
2024-11-27,47.15384615384615,32.46153846153846
2024-11-28,42.61538461538461,33.0
2024-11-29,36.46153846153846,23.846153846153847
2024-11-30,32.642857142857146,19.357142857142858
2024-12-01,33.642857142857146,21.071428571428573
2024-12-02,34.07692307692308,20.153846153846153
2024-12-03,34.23076923076923,21.53846153846154
2024-12-04,45.46153846153846,21.923076923076923
2024-12-05,40.61538461538461,20.076923076923077
2024-12-06,34.46153846153846,16.76923076923077
